player_id,balls_bowled,runs_conceded,wickets,overs_bowled,balls_pp,runs_pp,wickets_pp,balls_middle,runs_middle,wickets_middle,balls_death,runs_death,wickets_death,pace_count,spin_count,eco_overall,eco_pp,eco_middle,eco_death,sr_overall,wk_rate,pct_pace
5866,17,30,0,2.5,0,0,0,17,30,0,0,0,0,17,0,10.588235294117647,0.0,10.588235294117647,0.0,0,0.0,1.0
5944,217,240,0,36.1,116,114,0,43,66,0,58,60,0,217,0,6.63594470046083,5.896551724137931,9.209302325581396,6.206896551724139,0,0.0,1.0
3323,8,21,0,1.2,0,0,0,6,9,0,2,12,0,8,0,15.75,0.0,9.0,36.0,0,0.0,1.0
25216,69,125,0,11.3,26,54,0,31,48,0,12,23,0,69,0,10.869565217391305,12.461538461538463,9.29032258064516,11.5,0,0.0,1.0
6676,55,73,0,9.1,19,10,0,24,33,0,12,30,0,55,0,7.963636363636365,3.1578947368421053,8.25,15.0,0,0.0,1.0
2436,114,133,0,19.0,6,12,0,64,72,0,44,49,0,114,0,7.0,12.0,6.75,6.681818181818182,0,0.0,1.0
8424,123,176,0,20.3,0,0,0,110,165,0,13,11,0,0,123,8.585365853658537,0.0,9.0,5.076923076923077,0,0.0,0.0
7240,67,102,0,11.1,37,52,0,13,17,0,17,33,0,67,0,9.134328358208954,8.432432432432433,7.846153846153847,11.647058823529411,0,0.0,1.0
278,96,111,0,16.0,59,66,0,6,2,0,31,43,0,96,0,6.9375,6.711864406779661,2.0,8.322580645161292,0,0.0,1.0
19312,27,40,0,4.3,20,31,0,0,0,0,7,9,0,27,0,8.88888888888889,9.3,0.0,7.714285714285715,0,0.0,1.0
34485,17,29,0,2.5,0,0,0,12,21,0,5,8,0,0,17,10.235294117647058,0.0,10.5,9.600000000000001,0,0.0,0.0
295,151,188,0,25.1,82,87,0,38,40,0,31,61,0,151,0,7.470198675496688,6.365853658536586,6.315789473684211,11.806451612903226,0,0.0,1.0
20006,23,39,0,3.5,0,0,0,15,28,0,8,11,0,23,0,10.173913043478262,0.0,11.2,8.25,0,0.0,1.0
7808,153,177,0,25.3,87,96,0,13,23,0,53,58,0,153,0,6.9411764705882355,6.620689655172414,10.615384615384615,6.566037735849056,0,0.0,1.0
8380,74,152,0,12.2,0,0,0,67,145,0,7,7,0,0,74,12.324324324324323,0.0,12.985074626865671,6.0,0,0.0,0.0
3641,86,126,0,14.2,36,50,0,30,50,0,20,26,0,86,0,8.790697674418604,8.333333333333332,10.0,7.800000000000001,0,0.0,1.0
5809,39,76,0,6.3,12,18,0,18,38,0,9,20,0,39,0,11.692307692307692,9.0,12.666666666666668,13.333333333333334,0,0.0,1.0
7544,56,74,0,9.2,1,6,0,36,38,0,19,30,0,56,0,7.928571428571429,36.0,6.333333333333334,9.473684210526315,0,0.0,1.0
6161,48,42,0,8.0,12,8,0,36,34,0,0,0,0,0,48,5.25,4.0,5.666666666666666,0.0,0,0.0,0.0
2933,286,323,0,47.4,187,200,0,30,31,0,69,92,0,286,0,6.776223776223777,6.417112299465241,6.200000000000001,8.0,0,0.0,1.0
4901,50,84,0,8.2,24,40,0,13,22,0,13,22,0,50,0,10.08,10.0,10.153846153846153,10.153846153846153,0,0.0,1.0
4837,200,276,0,33.2,100,123,0,46,83,0,54,70,0,200,0,8.28,7.38,10.826086956521738,7.777777777777778,0,0.0,1.0
7312,25,38,0,4.1,13,15,0,0,0,0,12,23,0,25,0,9.120000000000001,6.9230769230769225,0.0,11.5,0,0.0,1.0
4692,139,213,0,23.1,56,89,0,39,56,0,44,68,0,139,0,9.194244604316546,9.535714285714285,8.615384615384615,9.272727272727273,0,0.0,1.0
487,30,39,0,5.0,12,13,0,12,16,0,6,10,0,30,0,7.800000000000001,6.5,8.0,10.0,0,0.0,1.0
403,30,61,0,5.0,12,24,0,18,37,0,0,0,0,30,0,12.2,12.0,12.333333333333332,0.0,0,0.0,1.0
2483,46,74,0,7.4,19,30,0,14,24,0,13,20,0,46,0,9.652173913043478,9.473684210526315,10.285714285714285,9.230769230769232,0,0.0,1.0
4780,12,7,0,2.0,0,0,0,12,7,0,0,0,0,0,12,3.5,0.0,3.5,0.0,0,0.0,0.0
19125,25,28,0,4.1,12,7,0,6,7,0,7,14,0,25,0,6.720000000000001,3.5,7.0,12.0,0,0.0,1.0
2681,68,108,0,11.2,36,61,0,18,31,0,14,16,0,68,0,9.529411764705882,10.166666666666666,10.333333333333334,6.857142857142857,0,0.0,1.0
7364,100,138,0,16.4,31,40,0,24,30,0,45,68,0,100,0,8.28,7.741935483870968,7.5,9.066666666666666,0,0.0,1.0
2382,91,125,0,15.1,6,25,0,56,58,0,29,42,0,91,0,8.241758241758241,25.0,6.214285714285715,8.689655172413794,0,0.0,1.0
20702,6,21,0,1.0,0,0,0,6,21,0,0,0,0,0,6,21.0,0.0,21.0,0.0,0,0.0,0.0
4755,172,235,0,28.4,12,12,0,132,167,0,28,56,0,172,0,8.19767441860465,6.0,7.590909090909091,12.0,0,0.0,1.0
4838,29,43,0,4.5,15,21,0,14,22,0,0,0,0,29,0,8.896551724137932,8.399999999999999,9.428571428571429,0.0,0,0.0,1.0
3628,158,175,0,26.2,87,71,0,21,34,0,50,70,0,158,0,6.6455696202531644,4.896551724137931,9.714285714285715,8.399999999999999,0,0.0,1.0
4853,25,16,0,4.1,0,0,0,25,16,0,0,0,0,0,25,3.84,0.0,3.84,0.0,0,0.0,0.0
6677,27,35,0,4.3,6,9,0,14,11,0,7,15,0,27,0,7.777777777777778,9.0,4.714285714285714,12.857142857142858,0,0.0,1.0
5808,31,66,0,5.1,0,0,0,18,18,0,13,48,0,31,0,12.774193548387096,0.0,6.0,22.153846153846153,0,0.0,1.0
2526,134,177,0,22.2,0,0,0,128,173,0,6,4,0,0,134,7.925373134328358,0.0,8.109375,4.0,0,0.0,0.0
3648,96,75,0,16.0,12,5,0,66,60,0,18,10,0,0,96,4.6875,2.5,5.454545454545454,3.3333333333333335,0,0.0,0.0
8661,36,55,0,6.0,6,9,0,17,27,0,13,19,0,36,0,9.166666666666666,9.0,9.529411764705882,8.769230769230768,0,0.0,1.0
8049,50,70,0,8.2,25,32,0,12,21,0,13,17,0,50,0,8.399999999999999,7.68,10.5,7.846153846153847,0,0.0,1.0
1487,83,135,0,13.5,46,63,0,18,28,0,19,44,0,83,0,9.759036144578314,8.217391304347826,9.333333333333334,13.894736842105264,0,0.0,1.0
22920,26,33,0,4.2,18,18,0,0,0,0,8,15,0,26,0,7.615384615384615,6.0,0.0,11.25,0,0.0,1.0
4947,76,100,0,12.4,37,31,0,6,11,0,33,58,0,76,0,7.894736842105264,5.027027027027027,11.0,10.545454545454545,0,0.0,1.0
2054,98,105,0,16.2,55,43,0,12,19,0,31,43,0,98,0,6.428571428571429,4.690909090909091,9.5,8.322580645161292,0,0.0,1.0
7270,117,185,0,19.3,24,51,0,62,86,0,31,48,0,117,0,9.487179487179487,12.75,8.322580645161292,9.29032258064516,0,0.0,1.0
29888,80,137,0,13.2,38,70,0,18,39,0,24,28,0,80,0,10.274999999999999,11.052631578947368,13.0,7.0,0,0.0,1.0
2315,50,54,0,8.2,32,41,0,6,5,0,12,8,0,50,0,6.48,7.6875,5.0,4.0,0,0.0,1.0
2399,167,191,0,27.5,82,79,0,13,13,0,72,99,0,167,0,6.862275449101796,5.780487804878049,6.0,8.25,0,0.0,1.0
1107,44,86,0,7.2,6,8,0,38,78,0,0,0,0,0,44,11.727272727272727,8.0,12.315789473684212,0.0,0,0.0,0.0
6797,87,122,0,14.3,24,32,0,24,24,0,39,66,0,87,0,8.413793103448276,8.0,6.0,10.153846153846153,0,0.0,1.0
7905,75,142,0,12.3,37,54,0,6,5,0,32,83,0,75,0,11.36,8.756756756756756,5.0,15.5625,0,0.0,1.0
