player_id,player_name,career_is_capped,cap_prob_model,career_role_guess,career_batting_runs,career_bat_avg,career_bat_sr,career_bowling_wickets,career_bow_econ,venue_fit_score,runs_slope,wk_slope,career_matches_played,career_age_years
1506,Nihal Ullal,False,0.5277190259928609,opener,740.0,,110.61285500747384,,,13.146481707446295,-51.99999999999999,,42.0,32.85
1512,Vasuki Koushik,False,0.5553634384021876,finishing allrounder,26.0,,81.25,42.0,7.166858457997699,0.8729160516189728,0.20000000000000004,1.2000000000000006,41.0,33.19
15162,Sandesh Drugwar,False,0.3773358960529891,top/middle,9.0,,52.94117647058823,,,52.94117647058823,,,4.0,24.57
1519,Zahoor Farooqi,False,0.47593925385613717,finishing allrounder,6.0,,120.0,2.0,8.790697674418604,120.0,,,5.0,27.11
15197,Ranjeet Darji,False,0.4042036989585069,finishing allrounder,9.0,,128.57142857142858,4.0,10.363636363636363,128.57142857142858,,,5.0,30.81
15198,Kushal Kakad,True,0.5718419333614695,finishing allrounder,60.0,,157.89473684210526,4.0,10.10958904109589,1.546917857026811,-13.999999999999996,0.9999999999999998,3.0,30.61
152,Ravindra Jadeja,True,0.6960120004877335,finishing allrounder,1325.0,,131.8407960199005,65.0,7.407265774378585,4.004229505183477,9.800000000000002,-0.8999999999999999,81.0,36.97
15222,Sudip Kumar Gharami,True,0.6189099160634378,top/middle,692.0,,123.13167259786476,,,2.3942205307206845,65.0,,31.0,26.69
15228,Dhrushant Soni,False,0.48649147544100274,finishing allrounder,52.0,,162.5,7.0,7.430769230769231,0.7011950835885689,17.333333333333332,1.6666666666666665,7.0,30.13
15231,Ameya Soman,True,0.5286705633797663,top/middle,12.0,,150.0,,,150.0,,,1.0,35.3
1532,HS Sharath,False,0.5535276175223857,finishing allrounder,131.0,,139.36170212765958,27.0,8.149797570850202,3.3898512779664647,-23.499999999999993,-1.4999999999999993,25.0,32.48
1541,Sean Williams,False,0.41839416541480334,finishing allrounder,21.0,,84.0,1.0,7.621621621621622,84.0,,,3.0,39.17
15551,Ackeem Auguste,False,0.4085813125625252,top/middle,91.0,,146.7741935483871,,,2.2891959763043315,,,6.0,22.21
1566,Mohammed Shami,True,0.6632664486812294,finishing allrounder,67.0,,103.07692307692308,90.0,7.714867617107943,1.8721156935583534,2.657142857142856,-3.0999999999999996,64.0,35.23
1568,Kane Williamson,True,0.6359730672880238,top/middle,857.0,,108.07061790668348,,,3.0787757262457176,-71.07142857142858,,36.0,35.3
1570,Wahab Riaz,False,0.4895060568848869,finishing allrounder,23.0,,135.2941176470588,15.0,5.8562874251497,2.2163780247627174,,,7.0,40.41
158,Amit Mishra,True,0.615207063702275,finishing allrounder,25.0,,65.78947368421052,16.0,8.227272727272727,3.2095832437136997,18.99999999999999,-0.5999999999999999,17.0,43.01
159,Manoj Tiwary,True,0.5863464530359785,batting allrounder,212.0,,110.41666666666667,3.0,7.653543307086614,110.41666666666667,3.153846153846155,0.23076923076923084,16.0,40.03
1596,Moeen Ali,True,0.7032821716264221,finishing allrounder,1843.0,,135.11730205278593,75.0,7.651127819548872,2.6175607750113916,-149.20000000000002,-2.5999999999999996,109.0,38.44
