player_id,player_name,career_is_capped,cap_prob_calibrated,cap_prob_calibrated_age,career_role_guess,career_batting_runs,career_bat_avg,career_bat_sr,career_bowling_wickets,career_bow_econ,venue_fit_score,runs_slope,wk_slope,career_matches_played,career_age_years
1183,Alex Hales,FALSE,0.48437499999999994,0.33906249999999993,opener,518,,148,,,3.1746877274916945,-12.07142857,,17,36.9
1187,Jason Roy,TRUE,1,0.7,opener,819,,128.16901408450704,,,1.9245781457840294,-66.42857143,,31,35.35
1195,Ben Stokes,FALSE,0.21153846153846154,0.1798076923076923,batting allrounder,48,,100,1,8.461538461538462,1.704223780439993,7.499999999999995,-7.85E-17,6,34.48
1205,Jonny Bairstow,TRUE,1,0.7,top/middle,1348,,141.44805876180482,,,3.973384301865359,-56.5,,46,36.17
1210,James Vince,FALSE,0.112,0.0952,top/middle,124,,133.33333333333334,,,0.8546503227828552,-40.66666667,,6,34.7
1219,David Willey,TRUE,1,0.7,finishing allrounder,113,,100.89285714285714,22,7.061728395061729,1.061826409717106,9.499999999999995,-6.28E-16,23,35.74
126,Rohit Sharma,TRUE,1,0.7,opener,2636,,134.69596320899336,0,11.142857142857142,2.5855281246723187,-51.4,,101,38.58
1280,Bavanaka Sandeep,TRUE,0.625,0.53125,batting allrounder,106,,108.16326530612245,1,5.3478260869565215,27.119280869695533,,,4,33.59
1318,Andre Russell,TRUE,1,0.7,finishing allrounder,1832,,158.88985255854294,108,9.423049391553329,3.268057143094377,-18.4,-2.5,107,37.58
1327,Johnson Charles,TRUE,1,0.7,top/middle,893,,137.80864197530863,1,7.5,2.0880709824783823,-1.3,,34,36.87
137,Shreevats Goswami,TRUE,0.8904109589041096,0.6232876712328766,opener,148,,123.33333333333333,,,4.408565461265647,-118,,6,36.53
138,Bharat Chipli,FALSE,0.039421813,0.027595269,top/middle,1,,25,,,25,,,1,42.83
1389,Sean Abbott,TRUE,1,0.85,finishing allrounder,40,,105.26315789473684,27,8.657142857142857,1.2768105684609623,5.3999999999999995,1.2999999999999998,18,33.74
140,AB de Villiers,TRUE,0.8904109589041096,0.6232876712328766,top/middle,313,,145.58139534883722,,,2.6624558148713016,,,15,41.77
142,Shikhar Dhawan,TRUE,1,0.7,opener,1800,,123.03485987696514,,,7.809253460076079,-200.2,,54,39.98
143,Dinesh Karthik,TRUE,1,0.7,finisher,1554,,151.1673151750973,0,18,1.7230407744083225,-65.6,,95,40.49
1440,Rahul Tripathi,TRUE,1,0.85,top/middle,2323,,146.56151419558358,0,2.5714285714285716,3.5684789054579165,-4.2,,98,34.74
1465,Vishant More,FALSE,0.38461538461538464,0.3269230769230769,top/middle,385,,120.3125,,,2.513494483647951,-40.5,,29,34
147,Pradeep Sangwan,TRUE,0.8181818181818182,0.5727272727272728,finishing allrounder,2,,28.571428571428573,11,7.954285714285715,0.6783277711746619,-2,-3,9,35.06
1481,Kusal Perera,TRUE,1,0.7,top/middle,828,,125.26475037821483,,,3.5381394360608978,48.74285714285713,,32,35.28
1486,Doug Bracewell,FALSE,0.097765363,0.068435754,finishing allrounder,5,,71.42857142857143,0,7.153846153846154,71.42857142857143,,,2,35.16
1487,Adam Milne,TRUE,1,0.85,finishing allrounder,78,,91.76470588235294,34,8.532019704433498,1.8100644169884854,-2.6,3.3999999999999995,29,33.62
1497,Ronit More,FALSE,0.2,0.17,finishing allrounder,36,,94.73684210526316,23,7.581661891117479,8.950184512375902,-6.642857143,-3,18,33.82
1506,Nihal Ullal,FALSE,0.36,0.306,opener,740,,110.61285500747384,,,13.146481707446295,-52,,42,32.85
1512,Vasuki Koushik,FALSE,0.48437499999999994,0.41171874999999997,finishing allrounder,26,,81.25,42,7.166858457997699,0.8729160516189728,0.20000000000000004,1.2000000000000006,41,33.19
15162,Sandesh Drugwar,FALSE,0,0,top/middle,9,,52.94117647058823,,,52.94117647058823,,,4,24.57
1519,Zahoor Farooqi,FALSE,0.098930481,0.098930481,finishing allrounder,6,,120,2,8.790697674418604,120,,,5,27.11
15197,Ranjeet Darji,FALSE,0.039421813,0.039421813,finishing allrounder,9,,128.57142857142858,4,10.363636363636363,128.57142857142858,,,5,30.81
15198,Kushal Kakad,TRUE,0.625,0.625,finishing allrounder,60,,157.89473684210526,4,10.10958904109589,1.546917857026811,-14,0.9999999999999998,3,30.61
152,Ravindra Jadeja,TRUE,1,0.7,finishing allrounder,1325,,131.8407960199005,65,7.407265774378585,4.004229505183477,9.800000000000002,-0.9,81,36.97
15222,Sudip Kumar Gharami,TRUE,1,1,top/middle,692,,123.13167259786476,,,2.3942205307206845,65,,31,26.69
15228,Dhrushant Soni,FALSE,0.112,0.112,finishing allrounder,52,,162.5,7,7.430769230769231,0.7011950835885689,17.333333333333332,1.6666666666666665,7,30.13
15231,Ameya Soman,TRUE,0.36,0.252,top/middle,12,,150,,,150,,,1,35.3
1532,HS Sharath,FALSE,0.48437499999999994,0.41171874999999997,finishing allrounder,131,,139.36170212765958,27,8.149797570850202,3.3898512779664647,-23.5,-1.5,25,32.48
1541,Sean Williams,FALSE,0.039421813,0.027595269,finishing allrounder,21,,84,1,7.621621621621622,84,,,3,39.17
15551,Ackeem Auguste,FALSE,0.039421813,0.039421813,top/middle,91,,146.7741935483871,,,2.2891959763043315,,,6,22.21
1566,Mohammed Shami,TRUE,1,0.7,finishing allrounder,67,,103.07692307692308,90,7.714867617107943,1.8721156935583534,2.657142857142856,-3.1,64,35.23
1568,Kane Williamson,TRUE,1,0.7,top/middle,857,,108.07061790668348,,,3.0787757262457176,-71.07142857,,36,35.3
1570,Wahab Riaz,FALSE,0.112,0.0784,finishing allrounder,23,,135.2941176470588,15,5.856287425,2.2163780247627174,,,7,40.41
158,Amit Mishra,TRUE,0.9411764705882353,0.6588235294117647,finishing allrounder,25,,65.78947368421052,16,8.227272727272727,3.2095832437136997,18.99999999999999,-0.6,17,43.01
159,Manoj Tiwary,TRUE,0.8904109589041096,0.6232876712328766,batting allrounder,212,,110.41666666666667,3,7.653543307086614,110.41666666666667,3.153846153846155,0.23076923076923084,16,40.03
1596,Moeen Ali,TRUE,1,0.7,finishing allrounder,1843,,135.11730205278593,75,7.651127819548872,2.6175607750113916,-149.2,-2.6,109,38.44
1600,Benny Howell,FALSE,0.8181818181818182,0.5727272727272728,finishing allrounder,449,,138.58024691358025,16,6.9553398058252425,6.0355494328437596,11.000000000000007,3.499999999999999,23,37.14
1609,G Khera,TRUE,1,0.85,top/middle,664,,125.04708097928437,2,7.2631578947368425,3.5522883208229032,-152,,28,34.48
161,Dwayne Bravo,TRUE,1,0.7,finishing allrounder,264,,128.15533980582524,65,6.688421052631579,2.2700058297409895,-58.5,-15,45,42.14
1612,Yuzvendra Chahal,TRUE,1,0.7,finishing allrounder,16,,43.24324324324324,149,7.706070287539936,1.225972586703134,-4.5,-4.7,114,35.35
1617,Rishi Dhawan,TRUE,1,0.7,finishing allrounder,162,,117.3913043478261,23,7.533834586466165,1.7863505620077824,5.4999999999999964,-1.7,23,35.77
