player_id,career_player_name,career_bowling_type,career_bowling_hand,career_batting_type,career_batting_hand,career_date_of_birth,career_wicket_keeper,career_batting_innings,career_batting_runs,career_batting_balls,career_batting_fours,career_batting_sixes,career_batting_dismissals,career_bat_sr,career_bat_avg,career_boundary_pct,career_dot_ball_pct,career_bowling_innings,career_bowling_runs_conceded,career_bowling_balls,career_bowling_wickets,career_bow_econ,career_bow_sr,career_wickets_per_100_balls,career_matches_played,career_pct_matches_as_wk,career_avg_batting_order,career_is_capped,career_is_uncapped,career_dob_parsed,career_age_days,career_age_years,career_role_guess,career_bat_runs_per_100,career_bat_impact_proxy,career_bow_wickets_per_100,career_bow_impact_proxy,career_played_in_ipl,m12_player_name,m12_bowling_type,m12_bowling_hand,m12_batting_type,m12_batting_hand,m12_date_of_birth,m12_wicket_keeper,m12_batting_innings,m12_batting_runs,m12_batting_balls,m12_batting_fours,m12_batting_sixes,m12_batting_dismissals,m12_bat_sr,m12_bat_avg,m12_boundary_pct,m12_dot_ball_pct,m12_bowling_innings,m12_bowling_runs_conceded,m12_bowling_balls,m12_bowling_wickets,m12_bow_econ,m12_bow_sr,m12_wickets_per_100_balls,m12_matches_played,m12_pct_matches_as_wk,m12_avg_batting_order,m12_is_capped,m12_is_uncapped,m12_dob_parsed,m12_age_days,m12_age_years,m12_role_guess,m12_bat_runs_per_100,m12_bat_impact_proxy,m12_bow_wickets_per_100,m12_bow_impact_proxy,m12_played_in_ipl,m24_player_name,m24_bowling_type,m24_bowling_hand,m24_batting_type,m24_batting_hand,m24_date_of_birth,m24_wicket_keeper,m24_batting_innings,m24_batting_runs,m24_batting_balls,m24_batting_fours,m24_batting_sixes,m24_batting_dismissals,m24_bat_sr,m24_bat_avg,m24_boundary_pct,m24_dot_ball_pct,m24_bowling_innings,m24_bowling_runs_conceded,m24_bowling_balls,m24_bowling_wickets,m24_bow_econ,m24_bow_sr,m24_wickets_per_100_balls,m24_matches_played,m24_pct_matches_as_wk,m24_avg_batting_order,m24_is_capped,m24_is_uncapped,m24_dob_parsed,m24_age_days,m24_age_years,m24_role_guess,m24_bat_runs_per_100,m24_bat_impact_proxy,m24_bow_wickets_per_100,m24_bow_impact_proxy,m24_played_in_ipl
23430,AVR Rathnam,Right-arm offbreak,R,Right-hand bat,R,12/3/1996,0,1,12,8,2,0,0,150,,25,75,,,,,,,,1,0,9,FALSE,TRUE,3/12/1996,10851,29.71,finisher,150,150,,,FALSE,AVR Rathnam,Right-arm offbreak,R,Right-hand bat,R,12/3/1996,0,1,12,8,2,0,0,150,,25,75,,,,,,,,1,0,9,FALSE,TRUE,3/12/1996,10486,28.71,finisher,150,150,,,FALSE,AVR Rathnam,Right-arm offbreak,R,Right-hand bat,R,12/3/1996,0,1,12,8,2,0,0,150,,25,75,,,,,,,,1,0,9,FALSE,TRUE,3/12/1996,10120,27.71,finisher,150,150,,,FALSE
23431,Kishoor G,Right-arm medium,R,Right-hand bat,R,,0,5,6,14,0,0,0,42.857142857142854,,0,100,11,338,197,12,10.294416243654823,16.416666666666668,6.091370558375634,11,0,9.272727272727273,FALSE,TRUE,,,,finishing allrounder,42.857142857142854,95.83148474999099,6.091370558375634,0.5917159763313609,FALSE,Kishoor G,Right-arm medium,R,Right-hand bat,R,,0,5,6,14,0,0,0,42.857142857142854,,0,100,11,338,197,12,10.294416243654823,16.416666666666668,6.091370558375634,11,0,9.272727272727273,FALSE,TRUE,,,,finishing allrounder,42.857142857142854,95.83148474999099,6.091370558375634,0.5917159763313609,FALSE,Kishoor G,Right-arm medium,R,Right-hand bat,R,,0,3,2,7,0,0,0,28.571428571428573,,0,100,9,290,172,11,10.116279069767442,15.636363636363637,6.395348837209302,9,0,9.555555555555555,FALSE,TRUE,,,,finishing allrounder,28.571428571428573,49.48716593053935,6.395348837209302,0.632183908,FALSE
23432,Suganesh M,Right-arm medium,R,Right-hand bat,R,,0,1,8,13,1,0,0,61.53846153846154,,7.6923076923076925,92.30769231,,,,,,,,1,0,7,FALSE,TRUE,,,,finisher,61.53846153846154,61.53846153846154,,,FALSE,Suganesh M,Right-arm medium,R,Right-hand bat,R,,0,1,8,13,1,0,0,61.53846153846154,,7.6923076923076925,92.30769231,,,,,,,,1,0,7,FALSE,TRUE,,,,finisher,61.53846153846154,61.53846153846154,,,FALSE,Suganesh M,Right-arm medium,R,Right-hand bat,R,,0,1,8,13,1,0,0,61.53846153846154,,7.6923076923076925,92.30769231,,,,,,,,1,0,7,FALSE,TRUE,,,,finisher,61.53846153846154,61.53846153846154,,,FALSE
23434,N Mohammed Ashik,Right-arm medium,R,Right-hand bat,R,21/04/98,0,3,14,31,2,0,0,45.16129032258065,,6.451612903225806,93.5483871,,,,,,,,3,1,2,FALSE,TRUE,4/21/1998,10081,27.6,opener,45.16129032258065,78.22164937407832,,,FALSE,N Mohammed Ashik,Right-arm medium,R,Right-hand bat,R,21/04/98,0,3,14,31,2,0,0,45.16129032258065,,6.451612903225806,93.5483871,,,,,,,,3,1,2,FALSE,TRUE,4/21/1998,9716,26.6,opener,45.16129032258065,78.22164937407832,,,FALSE,N Mohammed Ashik,Right-arm medium,R,Right-hand bat,R,21/04/98,0,3,14,31,2,0,0,45.16129032258065,,6.451612903225806,93.5483871,,,,,,,,3,1,2,FALSE,TRUE,4/21/1998,9350,25.6,opener,45.16129032258065,78.22164937407832,,,FALSE
23435,M Rooban Raj,Right-arm Fast,R,Right-hand bat,R,1/8/1998,0,2,0,2,0,0,0,0,,0,100,1,19,26,1,4.384615384615385,26,3.8461538461538463,3,0,6.333333333333333,FALSE,TRUE,8/1/1998,9979,27.32,finishing allrounder,0,0,3.8461538461538463,0.8771929824561403,FALSE,M Rooban Raj,Right-arm Fast,R,Right-hand bat,R,1/8/1998,0,2,0,2,0,0,0,0,,0,100,1,19,26,1,4.384615384615385,26,3.8461538461538463,3,0,6.333333333333333,FALSE,TRUE,8/1/1998,9614,26.32,finishing allrounder,0,0,3.8461538461538463,0.8771929824561403,FALSE,M Rooban Raj,Right-arm Fast,R,Right-hand bat,R,1/8/1998,0,2,0,2,0,0,0,0,,0,100,1,19,26,1,4.384615384615385,26,3.8461538461538463,3,0,6.333333333333333,FALSE,TRUE,8/1/1998,9248,25.32,finishing allrounder,0,0,3.8461538461538463,0.8771929824561403,FALSE
23436,Affan Khader M,Right-arm medium,R,Right-hand bat,R,,0,1,0,3,0,0,0,0,,0,100,,,,,,,,1,0,8,FALSE,TRUE,,,,finisher,0,0,,,FALSE,Affan Khader M,Right-arm medium,R,Right-hand bat,R,,0,1,0,3,0,0,0,0,,0,100,,,,,,,,1,0,8,FALSE,TRUE,,,,finisher,0,0,,,FALSE,Affan Khader M,Right-arm medium,R,Right-hand bat,R,,0,1,0,3,0,0,0,0,,0,100,,,,,,,,1,0,8,FALSE,TRUE,,,,finisher,0,0,,,FALSE
23440,Karuppusamy A,Right-arm medium-fast,R,Right-hand bat,R,12/4/1987,0,5,24,26,1,1,0,92.30769231,,7.6923076923076925,92.30769231,9,189,149,8,7.610738255033557,18.625,5.369127516778524,11,0,9,FALSE,TRUE,4/12/1987,14108,38.63,finishing allrounder,92.30769231,206.40627484613444,5.369127516778524,0.7054673721340388,FALSE,Karuppusamy A,Right-arm medium-fast,R,Right-hand bat,R,12/4/1987,0,5,24,26,1,1,0,92.30769231,,7.6923076923076925,92.30769231,9,189,149,8,7.610738255033557,18.625,5.369127516778524,11,0,9,FALSE,TRUE,4/12/1987,13743,37.63,finishing allrounder,92.30769231,206.40627484613444,5.369127516778524,0.7054673721340388,FALSE,Karuppusamy A,Right-arm medium-fast,R,Right-hand bat,R,12/4/1987,0,5,24,26,1,1,0,92.30769231,,7.6923076923076925,92.30769231,8,168,137,7,7.357664233576642,19.571428571428573,5.109489051094891,9,0,8.555555555555555,FALSE,TRUE,4/12/1987,13377,36.62,finishing allrounder,92.30769231,206.40627484613444,5.109489051094891,0.6944444444444445,FALSE
23441,Sharun Kumar,Right-arm medium-fast,R,Right-hand bat,R,21/07/98,0,2,2,5,0,0,0,40,,0,100,3,83,74,3,6.72972973,24.666666666666668,4.054054054054054,3,0,9,FALSE,TRUE,7/21/1998,9990,27.35,finishing allrounder,40,56.568542494923804,4.054054054054054,0.6024096385542169,FALSE,Sharun Kumar,Right-arm medium-fast,R,Right-hand bat,R,21/07/98,0,2,2,5,0,0,0,40,,0,100,3,83,74,3,6.72972973,24.666666666666668,4.054054054054054,3,0,9,FALSE,TRUE,7/21/1998,9625,26.35,finishing allrounder,40,56.568542494923804,4.054054054054054,0.6024096385542169,FALSE,Sharun Kumar,Right-arm medium-fast,R,Right-hand bat,R,21/07/98,0,2,2,5,0,0,0,40,,0,100,3,83,74,3,6.72972973,24.666666666666668,4.054054054054054,3,0,9,FALSE,TRUE,7/21/1998,9259,25.35,finishing allrounder,40,56.568542494923804,4.054054054054054,0.6024096385542169,FALSE
23443,Arjun Murthy,Right-arm offbreak,R,Right-hand bat,R,6/12/2001,0,10,84,84,12,1,0,100,,15.476190476190476,84.52380952380952,,,,,,,,13,0,4.230769230769231,FALSE,TRUE,12/6/2001,8756,23.97,top/middle,100,316.22776601683796,,,FALSE,Arjun Murthy,Right-arm offbreak,R,Right-hand bat,R,6/12/2001,0,10,84,84,12,1,0,100,,15.476190476190476,84.52380952380952,,,,,,,,13,0,4.230769230769231,FALSE,TRUE,12/6/2001,8391,22.97,top/middle,100,316.22776601683796,,,FALSE,Arjun Murthy,Right-arm offbreak,R,Right-hand bat,R,6/12/2001,0,4,45,30,7,1,0,150,,26.666666666666668,73.33333333333334,,,,,,,,7,0,6,FALSE,TRUE,12/6/2001,8025,21.97,finisher,150,300,,,FALSE
23445,Jitendra Kumar CH,Right-arm medium,R,Right-hand bat,R,,0,12,162,135,15,8,0,120,,17.037037037037038,82.96296296296296,2,23,18,0,7.666666666666667,,0,18,0,5.333333333333333,FALSE,TRUE,,,,finisher,120,415.6921938165305,0,0,FALSE,Jitendra Kumar CH,Right-arm medium,R,Right-hand bat,R,,0,6,71,62,6,2,0,114.51612903225806,,12.903225806451612,87.09677419354838,2,23,18,0,7.666666666666667,,0,12,0,6.916666666666667,FALSE,TRUE,,,,finisher,114.51612903225806,280.5060834,0,0,FALSE,Jitendra Kumar CH,Right-arm medium,R,Right-hand bat,R,,0,5,57,41,6,2,0,139.02439024390245,,19.51219512195122,80.48780487804879,2,23,18,0,7.666666666666667,,0,10,0,7,FALSE,TRUE,,,,finisher,139.02439024390245,310.86798711582446,0,0,FALSE
23448,Sri Neranjan R,Right-arm medium-fast,R,Left-hand bat,L,30/05/92,0,14,211,201,18,14,0,104.97512437810946,,15.92039800995025,84.07960199004975,8,174,104,6,10.038461538461538,17.333333333333332,5.769230769230769,17,0,2.588235294117647,FALSE,TRUE,5/30/1992,12233,33.49,batting allrounder,104.97512437810946,392.7809495568665,5.769230769230769,0.5747126436781609,FALSE,Sri Neranjan R,Right-arm medium-fast,R,Left-hand bat,L,30/05/92,0,14,211,201,18,14,0,104.97512437810946,,15.92039800995025,84.07960199004975,8,174,104,6,10.038461538461538,17.333333333333332,5.769230769230769,17,0,2.588235294117647,FALSE,TRUE,5/30/1992,11868,32.49,batting allrounder,104.97512437810946,392.7809495568665,5.769230769230769,0.5747126436781609,FALSE,Sri Neranjan R,Right-arm medium-fast,R,Left-hand bat,L,30/05/92,0,14,211,201,18,14,0,104.97512437810946,,15.92039800995025,84.07960199004975,8,174,104,6,10.038461538461538,17.333333333333332,5.769230769230769,17,0,2.588235294117647,FALSE,TRUE,5/30/1992,11502,31.49,batting allrounder,104.97512437810946,392.7809495568665,5.769230769230769,0.5747126436781609,FALSE
23450,Sai Sudharsan,Right-arm Leg-Break,R,Left-hand bat,L,15/10/01,0,77,3253,2309,314,97,0,140.8834993503681,,17.79991338241663,82.20008661758337,2,21,20,1,6.3,20,5,77,0,2.5194805194805197,TRUE,FALSE,10/15/2001,8808,24.11,top/middle,140.8834993503681,1236.2476895706614,5,0.7936507936507937,TRUE,Sai Sudharsan,Right-arm Leg-Break,R,Left-hand bat,L,15/10/01,0,61,2481,1790,226,76,0,138.60335195530726,,16.87150837988827,83.12849162011173,2,21,20,1,6.3,20,5,62,0,2.8870967741935485,TRUE,FALSE,10/15/2001,8443,23.12,top/middle,138.60335195530726,1082.5267846885145,5,0.7936507936507937,TRUE,Sai Sudharsan,Right-arm Leg-Break,R,Left-hand bat,L,15/10/01,0,41,1707,1227,158,50,0,139.11980440097798,,16.951915240423798,83.04808476,2,21,20,1,6.3,20,5,42,0,3.0238095238095237,TRUE,FALSE,10/15/2001,8077,22.11,top/middle,139.11980440097798,890.8013914668192,5,0.7936507936507937,TRUE
23451,Jayaraman Suresh Kumar,Right-arm medium,R,Right-hand bat,R,28/11/90,0,40,1066,781,118,35,0,136.49167733674776,,19.590268886043535,80.40973111395647,,,,,,,,40,0.825,2.2,FALSE,TRUE,11/28/1990,12782,35,top/middle,136.49167733674776,863.2491640818163,,,FALSE,Jayaraman Suresh Kumar,Right-arm medium,R,Right-hand bat,R,28/11/90,0,33,915,665,98,32,0,137.593985,,19.548872180451127,80.45112781954887,,,,,,,,33,0.7878787878787878,2.0606060606060606,FALSE,TRUE,11/28/1990,12417,34,top/middle,137.593985,790.4172664033528,,,FALSE,Jayaraman Suresh Kumar,Right-arm medium,R,Right-hand bat,R,28/11/90,0,24,793,540,84,30,0,146.85185185185185,,21.11111111111111,78.88888888888889,,,,,,,,24,0.75,2,FALSE,TRUE,11/28/1990,12051,32.99,opener,146.85185185185185,719.4242096396518,,,FALSE
23452,Atheeq Ur Rahman Ma,Slow left-arm orthodox,L,Left-hand bat,L,10/12/1997,0,21,419,317,39,15,0,132.17665615141956,,17.034700315457414,82.96529968454259,2,33,36,4,5.5,9,11.11111111111111,24,0,5.583333333333333,FALSE,TRUE,12/10/1997,10213,27.96,finisher,132.17665615141956,605.7095319200306,11.11111111111111,2.0202020202020203,FALSE,Atheeq Ur Rahman Ma,Slow left-arm orthodox,L,Left-hand bat,L,10/12/1997,0,14,217,160,27,5,0,135.625,,20,80,2,33,36,4,5.5,9,11.11111111111111,17,0,6,FALSE,TRUE,12/10/1997,9848,26.96,finisher,135.625,507.4622830812158,11.11111111111111,2.0202020202020203,FALSE,Atheeq Ur Rahman Ma,Slow left-arm orthodox,L,Left-hand bat,L,10/12/1997,0,8,136,102,19,2,0,133.33333333333334,,20.58823529411765,79.41176470588236,2,33,36,4,5.5,9,11.11111111111111,11,0,5.818181818181818,FALSE,TRUE,12/10/1997,9482,25.96,finishing allrounder,133.33333333333334,377.1236166328254,11.11111111111111,2.0202020202020203,FALSE
23457,Yudheeswaran Valliappan,Right-arm medium-fast,R,Right-hand bat,R,21/02/98,0,8,4,18,0,0,0,22.22222222222222,,0,100,25,633,436,29,8.711009174311927,15.03448275862069,6.651376146788991,28,0,10.428571428571429,FALSE,TRUE,2/21/1998,10140,27.76,finishing allrounder,22.22222222222222,62.85393610547089,6.651376146788991,0.7635597682991047,FALSE,Yudheeswaran Valliappan,Right-arm medium-fast,R,Right-hand bat,R,21/02/98,0,5,3,13,0,0,0,23.076923076923077,,0,100,21,481,341,22,8.463343108504398,15.5,6.451612903225806,23,0,10.521739130434783,FALSE,TRUE,2/21/1998,9775,26.76,finishing allrounder,23.076923076923077,51.60156871153361,6.451612903225806,0.7623007623007623,FALSE,Yudheeswaran Valliappan,Right-arm medium-fast,R,Right-hand bat,R,21/02/98,0,3,3,7,0,0,0,42.857142857142854,,0,100,12,258,190,17,8.147368421052631,11.176470588235293,8.947368421052632,14,0,10.571428571428571,FALSE,TRUE,2/21/1998,9409,25.76,finishing allrounder,42.857142857142854,74.23074889580901,8.947368421052632,1.0981912144702843,FALSE
23459,Ganesh R,Right-arm medium,R,Right-hand bat,R,,0,1,0,1,0,0,0,0,,0,100,2,75,39,1,11.538461538461538,39,2.5641025641025643,2,0,10,FALSE,TRUE,,,,finishing allrounder,0,0,2.5641025641025643,0.22222222222222224,FALSE,Ganesh R,Right-arm medium,R,Right-hand bat,R,,0,1,0,1,0,0,0,0,,0,100,2,75,39,1,11.538461538461538,39,2.5641025641025643,2,0,10,FALSE,TRUE,,,,finishing allrounder,0,0,2.5641025641025643,0.22222222222222224,FALSE,Ganesh R,Right-arm medium,R,Right-hand bat,R,,0,1,0,1,0,0,0,0,,0,100,2,75,39,1,11.538461538461538,39,2.5641025641025643,2,0,10,FALSE,TRUE,,,,finishing allrounder,0,0,2.5641025641025643,0.22222222222222224,FALSE
23461,Amith VP,Right-arm medium,R,Right-hand bat,R,19/09/02,0,40,1001,837,103,44,0,119.59378733572282,,17.56272401433692,82.43727598566308,,,,,,,,38,0.052631579,1.368421052631579,FALSE,TRUE,9/19/2002,8469,23.19,opener,119.59378733572282,756.3775239733687,,,FALSE,Amith VP,Right-arm medium,R,Right-hand bat,R,19/09/02,0,30,607,543,62,26,0,111.78637200736648,,16.206261510128915,83.79373848987109,,,,,,,,30,0.066666667,1.4666666666666666,FALSE,TRUE,9/19/2002,8104,22.19,opener,111.78637200736648,612.2791757009868,,,FALSE,Amith VP,Right-arm medium,R,Right-hand bat,R,19/09/02,0,21,379,368,40,15,0,102.98913043478261,,14.945652173913043,85.05434782608697,,,,,,,,21,0.095238095,1.2857142857142858,FALSE,TRUE,9/19/2002,7738,21.19,opener,102.98913043478261,471.95548597507155,,,FALSE
23462,M Mathivannan,Slow left-arm orthodox,L,Left-hand bat,L,18/12/00,0,14,78,82,6,3,0,95.12195122,,10.975609756097562,89.02439024390245,32,634,561,29,6.780748663101604,19.344827586206897,5.169340463,34,0,9.088235294117647,FALSE,TRUE,12/18/2000,9109,24.94,finishing allrounder,95.12195122,355.9137514248383,5.169340463,0.7623554153522608,FALSE,M Mathivannan,Slow left-arm orthodox,L,Left-hand bat,L,18/12/00,0,12,75,76,6,3,0,98.68421053,,11.842105263157896,88.15789474,27,553,495,21,6.703030303030303,23.571428571428573,4.242424242424242,29,0,9.206896551724139,FALSE,TRUE,12/18/2000,8744,23.94,finishing allrounder,98.68421053,341.85213307280475,4.242424242424242,0.6329113924050632,FALSE,M Mathivannan,Slow left-arm orthodox,L,Left-hand bat,L,18/12/00,0,9,69,68,6,3,0,101.47058823529412,,13.235294117647058,86.76470588235294,22,476,428,19,6.672897196261682,22.526315789473685,4.4392523364485985,23,0,9.217391304347826,FALSE,TRUE,12/18/2000,8378,22.94,finishing allrounder,101.47058823529412,304.4117647058823,4.4392523364485985,0.6652661064425771,FALSE
23464,Advaith Sharma,Right-arm offbreak,R,Right-hand bat,R,,0,1,5,9,0,0,0,55.55555555555556,,0,100,1,12,25,1,2.88,25,4,1,0,11,FALSE,TRUE,,,,finishing allrounder,55.55555555555556,55.55555555555556,4,1.3888888888888888,FALSE,Advaith Sharma,Right-arm offbreak,R,Right-hand bat,R,,0,1,5,9,0,0,0,55.55555555555556,,0,100,1,12,25,1,2.88,25,4,1,0,11,FALSE,TRUE,,,,finishing allrounder,55.55555555555556,55.55555555555556,4,1.3888888888888888,FALSE,Advaith Sharma,Right-arm offbreak,R,Right-hand bat,R,,0,1,5,9,0,0,0,55.55555555555556,,0,100,1,12,25,1,2.88,25,4,1,0,11,FALSE,TRUE,,,,finishing allrounder,55.55555555555556,55.55555555555556,4,1.3888888888888888,FALSE
23467,Gurjapneet Singh,Left-arm medium-fast,L,Right-hand bat,R,8/11/1998,0,15,99,71,6,7,0,139.43661971830986,,18.309859154929576,81.69014084507043,39,1008,905,50,6.682872928176796,18.1,5.524861878453039,38,0,9.868421052631579,TRUE,FALSE,11/8/1998,9880,27.05,finishing allrounder,139.43661971830986,540.0357060204708,5.524861878453039,0.8267195767195767,TRUE,Gurjapneet Singh,Left-arm medium-fast,L,Right-hand bat,R,8/11/1998,0,8,19,29,2,0,0,65.51724137931035,,6.896551724137931,93.10344827586206,25,616,604,35,6.119205298013245,17.257142857142856,5.7947019867549665,25,0,9.96,TRUE,FALSE,11/8/1998,9515,26.05,finishing allrounder,65.51724137931035,185.31074265578488,5.7947019867549665,0.9469696969696969,TRUE,Gurjapneet Singh,Left-arm medium-fast,L,Right-hand bat,R,8/11/1998,0,6,16,22,2,0,0,72.72727272727273,,9.090909090909092,90.90909091,17,409,411,25,5.970802919708029,16.44,6.082725060827251,17,0,9.647058823529411,TRUE,FALSE,11/8/1998,9149,25.05,finishing allrounder,72.72727272727273,178.1447085660493,6.082725060827251,1.0187449062754688,TRUE
2347,Colin Ackermann,Right-arm offbreak,R,Right-hand bat,R,4/4/1991,0,2,2,7,0,0,0,28.571428571428573,,0,100,2,38,24,1,9.5,24,4.166666666666667,2,0,1.5,FALSE,TRUE,4/4/1991,12655,34.65,opener,28.571428571428573,40.406101782088435,4.166666666666667,0.4385964912280702,FALSE,Colin Ackermann,Right-arm offbreak,R,Right-hand bat,R,4/4/1991,0,2,2,7,0,0,0,28.571428571428573,,0,100,2,38,24,1,9.5,24,4.166666666666667,2,0,1.5,FALSE,TRUE,4/4/1991,12290,33.65,opener,28.571428571428573,40.406101782088435,4.166666666666667,0.4385964912280702,FALSE,Colin Ackermann,Right-arm offbreak,R,Right-hand bat,R,4/4/1991,0,2,2,7,0,0,0,28.571428571428573,,0,100,2,38,24,1,9.5,24,4.166666666666667,2,0,1.5,FALSE,TRUE,4/4/1991,11924,32.65,opener,28.571428571428573,40.406101782088435,4.166666666666667,0.4385964912280702,FALSE
23470,P Praveen Kumar,Right-arm medium,R,Right-hand bat,R,30/11/99,0,3,46,44,3,2,0,104.54545454545455,,11.363636363636363,88.63636363636364,,,,,,,,3,1,1,FALSE,TRUE,11/30/1999,9493,25.99,opener,104.54545454545455,181.0780389731099,,,FALSE,P Praveen Kumar,Right-arm medium,R,Right-hand bat,R,30/11/99,0,3,46,44,3,2,0,104.54545454545455,,11.363636363636363,88.63636363636364,,,,,,,,3,1,1,FALSE,TRUE,11/30/1999,9128,24.99,opener,104.54545454545455,181.0780389731099,,,FALSE,P Praveen Kumar,Right-arm medium,R,Right-hand bat,R,30/11/99,0,3,46,44,3,2,0,104.54545454545455,,11.363636363636363,88.63636363636364,,,,,,,,3,1,1,FALSE,TRUE,11/30/1999,8762,23.99,opener,104.54545454545455,181.0780389731099,,,FALSE
23472,Gowtham V,Left-arm medium-fast,L,Left-hand bat,L,9/7/2002,0,3,18,21,2,1,0,85.71428571428571,,14.285714285714286,85.71428571428572,6,107,99,8,6.484848484848484,12.375,8.080808080808081,7,0,9.428571428571429,FALSE,TRUE,7/9/2002,8541,23.38,finishing allrounder,85.71428571428571,148.46149779161803,8.080808080808081,1.2461059190031154,FALSE,Gowtham V,Left-arm medium-fast,L,Left-hand bat,L,9/7/2002,0,3,18,21,2,1,0,85.71428571428571,,14.285714285714286,85.71428571428572,6,107,99,8,6.484848484848484,12.375,8.080808080808081,7,0,9.428571428571429,FALSE,TRUE,7/9/2002,8176,22.38,finishing allrounder,85.71428571428571,148.46149779161803,8.080808080808081,1.2461059190031154,FALSE,Gowtham V,Left-arm medium-fast,L,Left-hand bat,L,9/7/2002,0,3,18,21,2,1,0,85.71428571428571,,14.285714285714286,85.71428571428572,6,107,99,8,6.484848484848484,12.375,8.080808080808081,7,0,9.428571428571429,FALSE,TRUE,7/9/2002,7810,21.38,finishing allrounder,85.71428571428571,148.46149779161803,8.080808080808081,1.2461059190031154,FALSE
23473,Rajkumar K,Right-arm medium,R,Left-hand bat,L,,0,14,183,196,21,5,0,93.36734693877551,,13.26530612244898,86.73469387755102,,,,,,,,14,0,2.7857142857142856,FALSE,TRUE,,,,top/middle,93.36734693877551,349.34862335695476,,,FALSE,Rajkumar K,Right-arm medium,R,Left-hand bat,L,,0,13,169,173,20,5,0,97.68786127,,14.45086705202312,85.54913294797689,,,,,,,,13,0,2.769230769230769,FALSE,TRUE,,,,top/middle,97.68786127,352.2185928054417,,,FALSE,Rajkumar K,Right-arm medium,R,Left-hand bat,L,,0,10,125,133,14,3,0,93.98496240601504,,12.781954887218046,87.21804511278195,,,,,,,,10,0,3,FALSE,TRUE,,,,top/middle,93.98496240601504,297.20654700830636,,,FALSE
23474,Saravanan PK,Slow left-arm orthodox,L,Left-hand bat,L,,0,19,198,146,9,18,0,135.6164383561644,,18.493150684931507,81.50684932,21,411,334,15,7.383233532934132,22.266666666666666,4.491017964071856,22,0,7.681818181818182,FALSE,TRUE,,,,finishing allrounder,135.6164383561644,591.1383498774339,4.491017964071856,0.6082725060827251,FALSE,Saravanan PK,Slow left-arm orthodox,L,Left-hand bat,L,,0,13,118,79,5,13,0,149.36708860759492,,22.78481012658228,77.21518987341773,15,285,242,11,7.066115702479339,22,4.545454545454546,15,0,7.8,FALSE,TRUE,,,,finishing allrounder,149.36708860759492,538.5506968414566,4.545454545454546,0.6432748538011697,FALSE,Saravanan PK,Slow left-arm orthodox,L,Left-hand bat,L,,0,8,58,41,2,6,0,141.46341463414635,,19.51219512195122,80.48780487804879,10,189,184,10,6.163043478260869,18.4,5.434782608695652,10,0,8.2,FALSE,TRUE,,,,finishing allrounder,141.46341463414635,400.11895911043666,5.434782608695652,0.8818342151675486,FALSE
23475,Rocky B,Right-arm Leg-Break,R,Right-hand bat,R,7/3/1993,0,1,0,1,0,0,0,0,,0,100,15,322,277,15,6.974729241877256,18.466666666666665,5.415162454873646,15,0,11.2,FALSE,TRUE,3/7/1993,11952,32.72,finishing allrounder,0,0,5.415162454873646,0.7763975155279503,FALSE,Rocky B,Right-arm Leg-Break,R,Right-hand bat,R,7/3/1993,0,1,0,1,0,0,0,0,,0,100,10,207,162,9,7.666666666666667,18,5.555555555555555,10,0,10.8,FALSE,TRUE,3/7/1993,11587,31.72,finishing allrounder,0,0,5.555555555555555,0.7246376811594203,FALSE,Rocky B,Right-arm Leg-Break,R,Right-hand bat,R,7/3/1993,0,1,0,1,0,0,0,0,,0,100,10,207,162,9,7.666666666666667,18,5.555555555555555,10,0,10.8,FALSE,TRUE,3/7/1993,11221,30.72,finishing allrounder,0,0,5.555555555555555,0.7246376811594203,FALSE
2351,Danushka Gunathilaka,Right-arm offbreak,R,Left-hand bat,L,17/03/91,0,21,241,232,25,8,0,103.87931034482759,,14.224137931034482,85.77586206896551,3,42,29,1,8.689655172413794,29,3.4482758620689653,21,0,2.272727272727273,TRUE,FALSE,3/17/1991,12673,34.7,top/middle,103.87931034482759,476.03480279498166,3.4482758620689653,0.3968253968253968,FALSE,Danushka Gunathilaka,Right-arm offbreak,R,Left-hand bat,L,17/03/91,0,21,241,232,25,8,0,103.87931034482759,,14.224137931034482,85.77586206896551,3,42,29,1,8.689655172413794,29,3.4482758620689653,21,0,2.272727272727273,TRUE,FALSE,3/17/1991,12308,33.7,top/middle,103.87931034482759,476.03480279498166,3.4482758620689653,0.3968253968253968,FALSE,Danushka Gunathilaka,Right-arm offbreak,R,Left-hand bat,L,17/03/91,0,18,199,176,21,7,0,113.06818181818181,,15.909090909090908,84.09090909,1,8,5,0,9.6,,0,18,0,2.473684210526316,TRUE,FALSE,3/17/1991,11942,32.7,top/middle,113.06818181818181,479.7076686004191,0,0,FALSE
