player_id,career_matches_played,career_batting_runs,career_batting_innings,career_bat_sr,career_bat_avg,career_bowling_wickets,career_bowling_innings,career_bow_econ,career_bow_sr,m12_matches_played,m12_batting_runs,m12_batting_innings,m12_bat_sr,m24_matches_played,m24_batting_runs,m24_batting_innings,m24_bat_sr
1161,5,53,5,84.12698412698413,,,,,,5,53,5,84.12698412698413,5,53,5,84.12698412698413
117,2,1,1,50,,5,2,9,10,2,1,1,50,2,1,1,50
1171,16,67,10,108.06451612903226,,18,16,6.996389891696751,15.38888888888889,16,67,10,108.06451612903226,12,60,7,133.33333333333334
1183,17,518,17,148,,,,,,11,300,11,144.92753623188406,9,218,9,139.74358974358975
1187,31,819,31,128.16901408450704,,,,,,29,800,29,128.8244766505636,29,800,29,128.8244766505636
1195,6,48,6,100,,1,4,8.461538461538462,39,6,48,6,100,6,48,6,100
1205,46,1348,46,141.44805876180482,,,,,,44,1263,44,139.71238938053096,31,916,31,136.1069836552749
1210,6,124,6,133.33333333333334,,,,,,5,123,5,143.02325581395348,5,123,5,143.02325581395348
1219,23,113,11,100.89285714285714,,22,23,7.061728395061729,22.09090909090909,23,113,11,100.89285714285714,23,113,11,100.89285714285714
126,101,2636,101,134.69596320899336,,0,2,11.142857142857142,,86,2218,86,133.2132132132132,69,1680,69,129.5296838858905
1280,4,106,4,108.16326530612245,,1,4,5.3478260869565215,46,4,106,4,108.16326530612245,4,106,4,108.16326530612245
1318,107,1832,90,158.88985255854294,,108,91,9.423049391553329,12.935185185185185,90,1602,76,161.32930513595167,61,1027,53,155.13595166163142
1327,34,893,35,137.80864197530863,,1,1,7.5,8,28,727,28,146.57258064516128,17,503,17,148.81656804733728
137,6,148,6,123.33333333333333,,,,,,6,148,6,123.33333333333333,6,148,6,123.33333333333333
138,1,1,1,25,,,,,,1,1,1,25,1,1,1,25
1389,18,40,11,105.26315789473684,,27,18,8.657142857142857,15.555555555555555,11,15,6,93.75,8,11,4,100
140,15,313,14,145.58139534883722,,,,,,15,313,14,145.58139534883722,15,313,14,145.58139534883722
